lon_bin,lon_freq,lon_cfreq,lon_%tot,Category,lat_bin,lat_freq,lat_cfreq,lat_%tot,Category_lat
137,0,199,88.05309735,Empirical,16.7,0,111,98.2300885,Thinned 3
137.1,0,199,88.05309735,Empirical,16.8,0,111,98.2300885,Thinned 3
137.2,0,199,88.05309735,Empirical,16.9,0,111,98.2300885,Thinned 3
137.3,0,199,88.05309735,Empirical,17,0,111,98.2300885,Thinned 3
137.4,0,199,88.05309735,Empirical,17.1,0,111,98.2300885,Thinned 3
137.5,0,199,88.05309735,Empirical,17.2,0,111,98.2300885,Thinned 3
137.6,0,199,88.05309735,Empirical,17.3,0,111,98.2300885,Thinned 3
137.7,0,199,88.05309735,Empirical,17.4,0,111,98.2300885,Thinned 3
137.8,0,199,88.05309735,Empirical,17.5,0,111,98.2300885,Thinned 3
137.9,0,199,88.05309735,Empirical,17.6,0,111,98.2300885,Thinned 3
138,0,199,88.05309735,Empirical,17.7,0,111,98.2300885,Thinned 3
138.1,0,199,88.05309735,Empirical,17.8,0,111,98.2300885,Thinned 3
138.2,0,199,88.05309735,Empirical,17.9,0,111,98.2300885,Thinned 3
138.3,0,199,88.05309735,Empirical,18,0,111,98.2300885,Thinned 3
138.4,0,199,88.05309735,Empirical,18.1,0,111,98.2300885,Thinned 3
138.5,0,199,88.05309735,Empirical,18.2,0,111,98.2300885,Thinned 3
138.6,0,199,88.05309735,Empirical,18.3,0,111,98.2300885,Thinned 3
138.7,0,199,88.05309735,Empirical,18.4,0,111,98.2300885,Thinned 3
138.8,0,199,88.05309735,Empirical,18.5,0,111,98.2300885,Thinned 3
138.9,0,199,88.05309735,Empirical,18.6,0,111,98.2300885,Thinned 3
139,0,199,88.05309735,Empirical,18.7,0,111,98.2300885,Thinned 3
139.1,0,199,88.05309735,Empirical,18.8,0,111,98.2300885,Thinned 3
139.2,0,199,88.05309735,Empirical,18.9,0,111,98.2300885,Thinned 3
139.3,0,199,88.05309735,Empirical,19,0,111,98.2300885,Thinned 3
139.4,0,199,88.05309735,Empirical,19.1,0,111,98.2300885,Thinned 3
139.5,0,199,88.05309735,Empirical,19.2,0,111,98.2300885,Thinned 3
139.6,0,199,88.05309735,Empirical,19.3,0,111,98.2300885,Thinned 3
139.7,0,199,88.05309735,Empirical,19.4,0,111,98.2300885,Thinned 3
139.8,0,199,88.05309735,Empirical,19.5,0,111,98.2300885,Thinned 3
139.9,0,199,88.05309735,Empirical,19.6,0,111,98.2300885,Thinned 3
140,0,199,88.05309735,Empirical,19.7,0,111,98.2300885,Thinned 3
140.1,0,199,88.05309735,Empirical,19.8,0,111,98.2300885,Thinned 3
140.2,0,199,88.05309735,Empirical,19.9,0,111,98.2300885,Thinned 3
140.3,0,199,88.05309735,Empirical,20,0,111,98.2300885,Thinned 3
140.4,0,199,88.05309735,Empirical,20.1,0,111,98.2300885,Thinned 3
140.5,0,199,88.05309735,Empirical,20.2,0,111,98.2300885,Thinned 3
140.6,0,199,88.05309735,Empirical,20.3,0,111,98.2300885,Thinned 3
140.7,0,199,88.05309735,Empirical,20.4,0,111,98.2300885,Thinned 3
140.8,0,199,88.05309735,Empirical,20.5,0,111,98.2300885,Thinned 3
140.9,0,199,88.05309735,Empirical,20.6,0,111,98.2300885,Thinned 3
141,0,199,88.05309735,Empirical,20.7,0,111,98.2300885,Thinned 3
141.1,0,199,88.05309735,Empirical,20.8,0,111,98.2300885,Thinned 3
141.2,0,199,88.05309735,Empirical,20.9,0,111,98.2300885,Thinned 3
141.3,0,199,88.05309735,Empirical,21,0,111,98.2300885,Thinned 3
141.4,0,199,88.05309735,Empirical,21.1,0,111,98.2300885,Thinned 3
141.5,0,199,88.05309735,Empirical,21.2,0,111,98.2300885,Thinned 3
141.6,0,199,88.05309735,Empirical,21.3,0,111,98.2300885,Thinned 3
141.7,0,199,88.05309735,Empirical,21.4,0,111,98.2300885,Thinned 3
141.8,0,199,88.05309735,Empirical,21.5,0,111,98.2300885,Thinned 3
141.9,0,199,88.05309735,Empirical,21.6,0,111,98.2300885,Thinned 3
142,0,199,88.05309735,Empirical,21.7,0,111,98.2300885,Thinned 3
142.1,0,199,88.05309735,Empirical,21.8,0,111,98.2300885,Thinned 3
142.2,0,199,88.05309735,Empirical,21.9,0,111,98.2300885,Thinned 3
142.3,0,199,88.05309735,Empirical,22,0,111,98.2300885,Thinned 3
142.4,0,199,88.05309735,Empirical,22.1,0,111,98.2300885,Thinned 3
142.5,0,199,88.05309735,Empirical,22.2,0,111,98.2300885,Thinned 3
142.6,0,199,88.05309735,Empirical,22.3,0,111,98.2300885,Thinned 3
142.7,0,199,88.05309735,Empirical,22.4,0,111,98.2300885,Thinned 3
142.8,0,199,88.05309735,Empirical,22.5,0,111,98.2300885,Thinned 3
142.9,0,199,88.05309735,Empirical,22.6,0,111,98.2300885,Thinned 3
143,0,199,88.05309735,Empirical,22.7,0,111,98.2300885,Thinned 3
143.1,0,199,88.05309735,Empirical,22.8,0,111,98.2300885,Thinned 3
143.2,0,199,88.05309735,Empirical,22.9,0,111,98.2300885,Thinned 3
143.3,0,199,88.05309735,Empirical,23,0,111,98.2300885,Thinned 3
143.4,0,199,88.05309735,Empirical,23.1,0,111,98.2300885,Thinned 3
143.5,0,199,88.05309735,Empirical,23.2,0,111,98.2300885,Thinned 3
143.6,0,199,88.05309735,Empirical,23.3,0,111,98.2300885,Thinned 3
143.7,0,199,88.05309735,Empirical,23.4,0,111,98.2300885,Thinned 3
143.8,0,199,88.05309735,Empirical,23.5,0,111,98.2300885,Thinned 3
143.9,0,199,88.05309735,Empirical,23.6,0,111,98.2300885,Thinned 3
144,0,199,88.05309735,Empirical,23.7,0,111,98.2300885,Thinned 3
144.1,0,199,88.05309735,Empirical,23.8,0,111,98.2300885,Thinned 3
144.2,0,199,88.05309735,Empirical,23.9,0,111,98.2300885,Thinned 3
144.3,0,199,88.05309735,Empirical,24,0,111,98.2300885,Thinned 3
144.4,0,199,88.05309735,Empirical,24.1,0,111,98.2300885,Thinned 3
144.5,0,199,88.05309735,Empirical,24.2,0,111,98.2300885,Thinned 3
144.6,0,199,88.05309735,Empirical,24.3,0,111,98.2300885,Thinned 3
144.7,0,199,88.05309735,Empirical,24.4,0,111,98.2300885,Thinned 3
144.8,0,199,88.05309735,Empirical,24.5,0,111,98.2300885,Thinned 3
144.9,0,199,88.05309735,Empirical,24.6,0,111,98.2300885,Thinned 3
145,0,199,88.05309735,Empirical,24.7,0,111,98.2300885,Thinned 3
145.1,0,199,88.05309735,Empirical,24.8,0,111,98.2300885,Thinned 3
145.2,0,199,88.05309735,Empirical,24.9,0,111,98.2300885,Thinned 3
145.3,0,199,88.05309735,Empirical,25,0,111,98.2300885,Thinned 3
145.4,0,199,88.05309735,Empirical,25.1,0,111,98.2300885,Thinned 3
145.5,0,199,88.05309735,Empirical,25.2,0,111,98.2300885,Thinned 3
145.6,0,199,88.05309735,Empirical,25.3,0,111,98.2300885,Thinned 3
145.7,0,199,88.05309735,Empirical,25.4,0,111,98.2300885,Thinned 3
145.8,0,199,88.05309735,Empirical,25.5,0,111,98.2300885,Thinned 3
145.9,0,199,88.05309735,Empirical,25.6,0,111,98.2300885,Thinned 3
146,0,199,88.05309735,Empirical,25.7,0,111,98.2300885,Thinned 3
146.1,0,199,88.05309735,Empirical,25.8,0,111,98.2300885,Thinned 3
146.2,0,199,88.05309735,Empirical,25.9,0,111,98.2300885,Thinned 3
146.3,0,199,88.05309735,Empirical,26,0,111,98.2300885,Thinned 3
146.4,0,199,88.05309735,Empirical,26.1,0,111,98.2300885,Thinned 3
146.5,0,199,88.05309735,Empirical,26.2,0,111,98.2300885,Thinned 3
146.6,0,199,88.05309735,Empirical,26.3,0,111,98.2300885,Thinned 3
146.7,0,199,88.05309735,Empirical,26.4,0,111,98.2300885,Thinned 3
146.8,0,199,88.05309735,Empirical,26.5,0,111,98.2300885,Thinned 3
146.9,0,199,88.05309735,Empirical,26.6,0,111,98.2300885,Thinned 3
147,0,199,88.05309735,Empirical,26.7,1,112,99.11504425,Thinned 3
147.1,0,199,88.05309735,Empirical,26.8,1,113,100,Thinned 3
147.2,0,199,88.05309735,Empirical,26.9,0,113,100,Thinned 3
147.3,0,199,88.05309735,Empirical,27,0,113,100,Thinned 3
147.4,0,199,88.05309735,Empirical,-22.8,0,0,0,Thinned 4
147.5,0,199,88.05309735,Empirical,-22.7,2,2,1.769911504,Thinned 4
147.6,0,199,88.05309735,Empirical,-22.6,2,4,3.539823009,Thinned 4
147.7,0,199,88.05309735,Empirical,-22.5,2,6,5.309734513,Thinned 4
147.8,0,199,88.05309735,Empirical,-22.4,1,7,6.194690265,Thinned 4
147.9,0,199,88.05309735,Empirical,-22.3,0,7,6.194690265,Thinned 4
148,0,199,88.05309735,Empirical,-22.2,2,9,7.96460177,Thinned 4
148.1,0,199,88.05309735,Empirical,-22.1,1,10,8.849557522,Thinned 4
148.2,0,199,88.05309735,Empirical,-22,1,11,9.734513274,Thinned 4
148.3,0,199,88.05309735,Empirical,-21.9,3,14,12.38938053,Thinned 4
148.4,0,199,88.05309735,Empirical,-21.8,0,14,12.38938053,Thinned 4
148.5,0,199,88.05309735,Empirical,-21.7,0,14,12.38938053,Thinned 4
148.6,0,199,88.05309735,Empirical,-21.6,0,14,12.38938053,Thinned 4
148.7,0,199,88.05309735,Empirical,-21.5,0,14,12.38938053,Thinned 4
148.8,0,199,88.05309735,Empirical,-21.4,0,14,12.38938053,Thinned 4
148.9,0,199,88.05309735,Empirical,-21.3,0,14,12.38938053,Thinned 4
149,0,199,88.05309735,Empirical,-21.2,0,14,12.38938053,Thinned 4
149.1,0,199,88.05309735,Empirical,-21.1,2,16,14.15929204,Thinned 4
149.2,0,199,88.05309735,Empirical,-21,0,16,14.15929204,Thinned 4
149.3,0,199,88.05309735,Empirical,-20.9,0,16,14.15929204,Thinned 4
149.4,0,199,88.05309735,Empirical,-20.8,0,16,14.15929204,Thinned 4
149.5,0,199,88.05309735,Empirical,-20.7,0,16,14.15929204,Thinned 4
149.6,0,199,88.05309735,Empirical,-20.6,0,16,14.15929204,Thinned 4
149.7,0,199,88.05309735,Empirical,-20.5,1,17,15.04424779,Thinned 4
149.8,0,199,88.05309735,Empirical,-20.4,1,18,15.92920354,Thinned 4
149.9,0,199,88.05309735,Empirical,-20.3,0,18,15.92920354,Thinned 4
150,0,199,88.05309735,Empirical,-20.2,0,18,15.92920354,Thinned 4
150.1,0,199,88.05309735,Empirical,-20.1,0,18,15.92920354,Thinned 4
150.2,0,199,88.05309735,Empirical,-20,1,19,16.81415929,Thinned 4
150.3,0,199,88.05309735,Empirical,-19.9,2,21,18.5840708,Thinned 4
150.4,0,199,88.05309735,Empirical,-19.8,0,21,18.5840708,Thinned 4
150.5,0,199,88.05309735,Empirical,-19.7,0,21,18.5840708,Thinned 4
150.6,0,199,88.05309735,Empirical,-19.6,0,21,18.5840708,Thinned 4
150.7,0,199,88.05309735,Empirical,-19.5,0,21,18.5840708,Thinned 4
150.8,0,199,88.05309735,Empirical,-19.4,0,21,18.5840708,Thinned 4
150.9,0,199,88.05309735,Empirical,-19.3,0,21,18.5840708,Thinned 4
151,0,199,88.05309735,Empirical,-19.2,0,21,18.5840708,Thinned 4
151.1,0,199,88.05309735,Empirical,-19.1,0,21,18.5840708,Thinned 4
151.2,0,199,88.05309735,Empirical,-19,0,21,18.5840708,Thinned 4
151.3,0,199,88.05309735,Empirical,-18.9,0,21,18.5840708,Thinned 4
151.4,0,199,88.05309735,Empirical,-18.8,0,21,18.5840708,Thinned 4
151.5,0,199,88.05309735,Empirical,-18.7,0,21,18.5840708,Thinned 4
151.6,0,199,88.05309735,Empirical,-18.6,0,21,18.5840708,Thinned 4
151.7,0,199,88.05309735,Empirical,-18.5,0,21,18.5840708,Thinned 4
151.8,0,199,88.05309735,Empirical,-18.4,0,21,18.5840708,Thinned 4
151.9,0,199,88.05309735,Empirical,-18.3,0,21,18.5840708,Thinned 4
152,0,199,88.05309735,Empirical,-18.2,0,21,18.5840708,Thinned 4
152.1,0,199,88.05309735,Empirical,-18.1,1,22,19.46902655,Thinned 4
152.2,0,199,88.05309735,Empirical,-18,0,22,19.46902655,Thinned 4
152.3,0,199,88.05309735,Empirical,-17.9,0,22,19.46902655,Thinned 4
152.4,0,199,88.05309735,Empirical,-17.8,0,22,19.46902655,Thinned 4
152.5,0,199,88.05309735,Empirical,-17.7,0,22,19.46902655,Thinned 4
152.6,0,199,88.05309735,Empirical,-17.6,0,22,19.46902655,Thinned 4
152.7,0,199,88.05309735,Empirical,-17.5,1,23,20.3539823,Thinned 4
152.8,0,199,88.05309735,Empirical,-17.4,0,23,20.3539823,Thinned 4
152.9,0,199,88.05309735,Empirical,-17.3,0,23,20.3539823,Thinned 4
153,0,199,88.05309735,Empirical,-17.2,1,24,21.23893805,Thinned 4
153.1,0,199,88.05309735,Empirical,-17.1,3,27,23.89380531,Thinned 4
153.2,0,199,88.05309735,Empirical,-17,2,29,25.66371681,Thinned 4
153.3,0,199,88.05309735,Empirical,-16.9,0,29,25.66371681,Thinned 4
153.4,0,199,88.05309735,Empirical,-16.8,0,29,25.66371681,Thinned 4
153.5,0,199,88.05309735,Empirical,-16.7,0,29,25.66371681,Thinned 4
153.6,0,199,88.05309735,Empirical,-16.6,0,29,25.66371681,Thinned 4
153.7,0,199,88.05309735,Empirical,-16.5,0,29,25.66371681,Thinned 4
153.8,0,199,88.05309735,Empirical,-16.4,4,33,29.20353982,Thinned 4
153.9,0,199,88.05309735,Empirical,-16.3,0,33,29.20353982,Thinned 4
154,0,199,88.05309735,Empirical,-16.2,0,33,29.20353982,Thinned 4
154.1,0,199,88.05309735,Empirical,-16.1,0,33,29.20353982,Thinned 4
154.2,0,199,88.05309735,Empirical,-16,0,33,29.20353982,Thinned 4
154.3,0,199,88.05309735,Empirical,-15.9,0,33,29.20353982,Thinned 4
154.4,0,199,88.05309735,Empirical,-15.8,0,33,29.20353982,Thinned 4
154.5,0,199,88.05309735,Empirical,-15.7,0,33,29.20353982,Thinned 4
154.6,0,199,88.05309735,Empirical,-15.6,0,33,29.20353982,Thinned 4
154.7,0,199,88.05309735,Empirical,-15.5,0,33,29.20353982,Thinned 4
154.8,0,199,88.05309735,Empirical,-15.4,0,33,29.20353982,Thinned 4
154.9,0,199,88.05309735,Empirical,-15.3,0,33,29.20353982,Thinned 4
155,0,199,88.05309735,Empirical,-15.2,0,33,29.20353982,Thinned 4
155.1,0,199,88.05309735,Empirical,-15.1,0,33,29.20353982,Thinned 4
155.2,0,199,88.05309735,Empirical,-15,0,33,29.20353982,Thinned 4
155.3,0,199,88.05309735,Empirical,-14.9,0,33,29.20353982,Thinned 4
155.4,0,199,88.05309735,Empirical,-14.8,0,33,29.20353982,Thinned 4
155.5,0,199,88.05309735,Empirical,-14.7,0,33,29.20353982,Thinned 4
155.6,0,199,88.05309735,Empirical,-14.6,0,33,29.20353982,Thinned 4
155.7,0,199,88.05309735,Empirical,-14.5,0,33,29.20353982,Thinned 4
155.8,0,199,88.05309735,Empirical,-14.4,0,33,29.20353982,Thinned 4
155.9,0,199,88.05309735,Empirical,-14.3,0,33,29.20353982,Thinned 4
156,0,199,88.05309735,Empirical,-14.2,1,34,30.08849558,Thinned 4
156.1,0,199,88.05309735,Empirical,-14.1,0,34,30.08849558,Thinned 4
156.2,0,199,88.05309735,Empirical,-14,1,35,30.97345133,Thinned 4
156.3,0,199,88.05309735,Empirical,-13.9,2,37,32.74336283,Thinned 4
156.4,0,199,88.05309735,Empirical,-13.8,0,37,32.74336283,Thinned 4
156.5,0,199,88.05309735,Empirical,-13.7,0,37,32.74336283,Thinned 4
156.6,0,199,88.05309735,Empirical,-13.6,1,38,33.62831858,Thinned 4
156.7,0,199,88.05309735,Empirical,-13.5,5,43,38.05309735,Thinned 4
156.8,0,199,88.05309735,Empirical,-13.4,0,43,38.05309735,Thinned 4
156.9,0,199,88.05309735,Empirical,-13.3,0,43,38.05309735,Thinned 4
157,5,204,90.26548673,Empirical,-13.2,0,43,38.05309735,Thinned 4
157.1,3,207,91.59292035,Empirical,-13.1,0,43,38.05309735,Thinned 4
157.2,8,215,95.13274336,Empirical,-13,2,45,39.82300885,Thinned 4
157.3,0,215,95.13274336,Empirical,-12.9,2,47,41.59292035,Thinned 4
157.4,0,215,95.13274336,Empirical,-12.8,3,50,44.24778761,Thinned 4
157.5,0,215,95.13274336,Empirical,-12.7,1,51,45.13274336,Thinned 4
157.6,0,215,95.13274336,Empirical,-12.6,0,51,45.13274336,Thinned 4
157.7,0,215,95.13274336,Empirical,-12.5,0,51,45.13274336,Thinned 4
157.8,0,215,95.13274336,Empirical,-12.4,0,51,45.13274336,Thinned 4
157.9,0,215,95.13274336,Empirical,-12.3,0,51,45.13274336,Thinned 4
158,0,215,95.13274336,Empirical,-12.2,0,51,45.13274336,Thinned 4
158.1,0,215,95.13274336,Empirical,-12.1,0,51,45.13274336,Thinned 4
158.2,0,215,95.13274336,Empirical,-12,0,51,45.13274336,Thinned 4
158.3,0,215,95.13274336,Empirical,-11.9,0,51,45.13274336,Thinned 4
158.4,0,215,95.13274336,Empirical,-11.8,0,51,45.13274336,Thinned 4
158.5,0,215,95.13274336,Empirical,-11.7,0,51,45.13274336,Thinned 4
158.6,0,215,95.13274336,Empirical,-11.6,0,51,45.13274336,Thinned 4
158.7,0,215,95.13274336,Empirical,-11.5,0,51,45.13274336,Thinned 4
158.8,0,215,95.13274336,Empirical,-11.4,0,51,45.13274336,Thinned 4
158.9,0,215,95.13274336,Empirical,-11.3,0,51,45.13274336,Thinned 4
159,0,215,95.13274336,Empirical,-11.2,0,51,45.13274336,Thinned 4
159.1,0,215,95.13274336,Empirical,-11.1,0,51,45.13274336,Thinned 4
159.2,0,215,95.13274336,Empirical,-11,0,51,45.13274336,Thinned 4
159.3,0,215,95.13274336,Empirical,-10.9,0,51,45.13274336,Thinned 4
159.4,0,215,95.13274336,Empirical,-10.8,0,51,45.13274336,Thinned 4
159.5,0,215,95.13274336,Empirical,-10.7,0,51,45.13274336,Thinned 4
159.6,0,215,95.13274336,Empirical,-10.6,0,51,45.13274336,Thinned 4
159.7,0,215,95.13274336,Empirical,-10.5,0,51,45.13274336,Thinned 4
159.8,0,215,95.13274336,Empirical,-10.4,0,51,45.13274336,Thinned 4
159.9,0,215,95.13274336,Empirical,-10.3,0,51,45.13274336,Thinned 4
160,0,215,95.13274336,Empirical,-10.2,0,51,45.13274336,Thinned 4
160.1,0,215,95.13274336,Empirical,-10.1,0,51,45.13274336,Thinned 4
160.2,0,215,95.13274336,Empirical,-10,0,51,45.13274336,Thinned 4
160.3,0,215,95.13274336,Empirical,-9.9,0,51,45.13274336,Thinned 4
160.4,0,215,95.13274336,Empirical,-9.8,0,51,45.13274336,Thinned 4
160.5,0,215,95.13274336,Empirical,-9.7,0,51,45.13274336,Thinned 4
160.6,0,215,95.13274336,Empirical,-9.6,0,51,45.13274336,Thinned 4
160.7,0,215,95.13274336,Empirical,-9.5,0,51,45.13274336,Thinned 4
160.8,0,215,95.13274336,Empirical,-9.4,0,51,45.13274336,Thinned 4
160.9,0,215,95.13274336,Empirical,-9.3,0,51,45.13274336,Thinned 4
161,0,215,95.13274336,Empirical,-9.2,0,51,45.13274336,Thinned 4
161.1,0,215,95.13274336,Empirical,-9.1,0,51,45.13274336,Thinned 4
161.2,0,215,95.13274336,Empirical,-9,0,51,45.13274336,Thinned 4
161.3,0,215,95.13274336,Empirical,-8.9,0,51,45.13274336,Thinned 4
161.4,0,215,95.13274336,Empirical,-8.8,0,51,45.13274336,Thinned 4
161.5,0,215,95.13274336,Empirical,-8.7,2,53,46.90265487,Thinned 4
161.6,0,215,95.13274336,Empirical,-8.6,0,53,46.90265487,Thinned 4
161.7,0,215,95.13274336,Empirical,-8.5,0,53,46.90265487,Thinned 4
161.8,0,215,95.13274336,Empirical,-8.4,0,53,46.90265487,Thinned 4
161.9,0,215,95.13274336,Empirical,-8.3,1,54,47.78761062,Thinned 4
162,0,215,95.13274336,Empirical,-8.2,1,55,48.67256637,Thinned 4
162.1,0,215,95.13274336,Empirical,-8.1,1,56,49.55752212,Thinned 4
162.2,0,215,95.13274336,Empirical,-8,2,58,51.32743363,Thinned 4
162.3,0,215,95.13274336,Empirical,-7.9,3,61,53.98230088,Thinned 4
162.4,0,215,95.13274336,Empirical,-7.8,3,64,56.63716814,Thinned 4
162.5,0,215,95.13274336,Empirical,-7.7,0,64,56.63716814,Thinned 4
162.6,0,215,95.13274336,Empirical,-7.6,0,64,56.63716814,Thinned 4
162.7,0,215,95.13274336,Empirical,-7.5,0,64,56.63716814,Thinned 4
162.8,0,215,95.13274336,Empirical,-7.4,0,64,56.63716814,Thinned 4
162.9,0,215,95.13274336,Empirical,-7.3,0,64,56.63716814,Thinned 4
163,0,215,95.13274336,Empirical,-7.2,0,64,56.63716814,Thinned 4
163.1,0,215,95.13274336,Empirical,-7.1,0,64,56.63716814,Thinned 4
163.2,0,215,95.13274336,Empirical,-7,0,64,56.63716814,Thinned 4
163.3,0,215,95.13274336,Empirical,-6.9,0,64,56.63716814,Thinned 4
163.4,0,215,95.13274336,Empirical,-6.8,0,64,56.63716814,Thinned 4
163.5,0,215,95.13274336,Empirical,-6.7,0,64,56.63716814,Thinned 4
163.6,0,215,95.13274336,Empirical,-6.6,2,66,58.40707965,Thinned 4
163.7,0,215,95.13274336,Empirical,-6.5,0,66,58.40707965,Thinned 4
163.8,0,215,95.13274336,Empirical,-6.4,0,66,58.40707965,Thinned 4
163.9,0,215,95.13274336,Empirical,-6.3,0,66,58.40707965,Thinned 4
164,0,215,95.13274336,Empirical,-6.2,1,67,59.2920354,Thinned 4
164.1,0,215,95.13274336,Empirical,-6.1,2,69,61.0619469,Thinned 4
164.2,0,215,95.13274336,Empirical,-6,0,69,61.0619469,Thinned 4
164.3,0,215,95.13274336,Empirical,-5.9,1,70,61.94690265,Thinned 4
164.4,0,215,95.13274336,Empirical,-5.8,8,78,69.02654867,Thinned 4
164.5,0,215,95.13274336,Empirical,-5.7,3,81,71.68141593,Thinned 4
164.6,0,215,95.13274336,Empirical,-5.6,0,81,71.68141593,Thinned 4
164.7,0,215,95.13274336,Empirical,-5.5,0,81,71.68141593,Thinned 4
164.8,0,215,95.13274336,Empirical,-5.4,0,81,71.68141593,Thinned 4
164.9,0,215,95.13274336,Empirical,-5.3,0,81,71.68141593,Thinned 4
165,0,215,95.13274336,Empirical,-5.2,0,81,71.68141593,Thinned 4
165.1,0,215,95.13274336,Empirical,-5.1,0,81,71.68141593,Thinned 4
165.2,0,215,95.13274336,Empirical,-5,0,81,71.68141593,Thinned 4
165.3,0,215,95.13274336,Empirical,-4.9,2,83,73.45132743,Thinned 4
165.4,0,215,95.13274336,Empirical,-4.8,0,83,73.45132743,Thinned 4
165.5,0,215,95.13274336,Empirical,-4.7,1,84,74.33628319,Thinned 4
165.6,0,215,95.13274336,Empirical,-4.6,0,84,74.33628319,Thinned 4
165.7,0,215,95.13274336,Empirical,-4.5,0,84,74.33628319,Thinned 4
165.8,0,215,95.13274336,Empirical,-4.4,0,84,74.33628319,Thinned 4
165.9,0,215,95.13274336,Empirical,-4.3,0,84,74.33628319,Thinned 4
166,0,215,95.13274336,Empirical,-4.2,0,84,74.33628319,Thinned 4
166.1,0,215,95.13274336,Empirical,-4.1,0,84,74.33628319,Thinned 4
166.2,0,215,95.13274336,Empirical,-4,1,85,75.22123894,Thinned 4
166.3,0,215,95.13274336,Empirical,-3.9,2,87,76.99115044,Thinned 4
166.4,0,215,95.13274336,Empirical,-3.8,1,88,77.87610619,Thinned 4
166.5,0,215,95.13274336,Empirical,-3.7,0,88,77.87610619,Thinned 4
166.6,0,215,95.13274336,Empirical,-3.6,0,88,77.87610619,Thinned 4
166.7,0,215,95.13274336,Empirical,-3.5,0,88,77.87610619,Thinned 4
166.8,0,215,95.13274336,Empirical,-3.4,0,88,77.87610619,Thinned 4
166.9,0,215,95.13274336,Empirical,-3.3,1,89,78.76106195,Thinned 4
167,0,215,95.13274336,Empirical,-3.2,1,90,79.6460177,Thinned 4
167.1,0,215,95.13274336,Empirical,-3.1,0,90,79.6460177,Thinned 4
167.2,0,215,95.13274336,Empirical,-3,0,90,79.6460177,Thinned 4
167.3,0,215,95.13274336,Empirical,-2.9,0,90,79.6460177,Thinned 4
167.4,0,215,95.13274336,Empirical,-2.8,0,90,79.6460177,Thinned 4
167.5,0,215,95.13274336,Empirical,-2.7,0,90,79.6460177,Thinned 4
167.6,0,215,95.13274336,Empirical,-2.6,0,90,79.6460177,Thinned 4
167.7,0,215,95.13274336,Empirical,-2.5,0,90,79.6460177,Thinned 4
167.8,0,215,95.13274336,Empirical,-2.4,0,90,79.6460177,Thinned 4
167.9,0,215,95.13274336,Empirical,-2.3,0,90,79.6460177,Thinned 4
168,0,215,95.13274336,Empirical,-2.2,0,90,79.6460177,Thinned 4
168.1,0,215,95.13274336,Empirical,-2.1,0,90,79.6460177,Thinned 4
168.2,0,215,95.13274336,Empirical,-2,0,90,79.6460177,Thinned 4
168.3,0,215,95.13274336,Empirical,-1.9,0,90,79.6460177,Thinned 4
168.4,0,215,95.13274336,Empirical,-1.8,0,90,79.6460177,Thinned 4
168.5,0,215,95.13274336,Empirical,-1.7,0,90,79.6460177,Thinned 4
168.6,0,215,95.13274336,Empirical,-1.6,0,90,79.6460177,Thinned 4
168.7,0,215,95.13274336,Empirical,-1.5,0,90,79.6460177,Thinned 4
168.8,0,215,95.13274336,Empirical,-1.4,0,90,79.6460177,Thinned 4
168.9,0,215,95.13274336,Empirical,-1.3,0,90,79.6460177,Thinned 4
169,0,215,95.13274336,Empirical,-1.2,0,90,79.6460177,Thinned 4
169.1,0,215,95.13274336,Empirical,-1.1,0,90,79.6460177,Thinned 4
169.2,0,215,95.13274336,Empirical,-1,0,90,79.6460177,Thinned 4
169.3,0,215,95.13274336,Empirical,-0.9,0,90,79.6460177,Thinned 4
169.4,0,215,95.13274336,Empirical,-0.8,0,90,79.6460177,Thinned 4
169.5,0,215,95.13274336,Empirical,-0.7,0,90,79.6460177,Thinned 4
169.6,0,215,95.13274336,Empirical,-0.6,0,90,79.6460177,Thinned 4
169.7,0,215,95.13274336,Empirical,-0.5,0,90,79.6460177,Thinned 4
169.8,0,215,95.13274336,Empirical,-0.4,0,90,79.6460177,Thinned 4
169.9,0,215,95.13274336,Empirical,-0.3,0,90,79.6460177,Thinned 4
